"Date","Price","Open","High","Low","Vol.","Change %"
"Mar 16, 2016","1,924.83","1,911.14","1,929.01","1,908.78","-","0.58%"
"Mar 15, 2016","1,913.74","1,918.07","1,918.07","1,904.12","-","-0.23%"
"Mar 14, 2016","1,918.07","1,917.09","1,922.71","1,910.89","-","-0.13%"
"Mar 11, 2016","1,920.64","1,900.43","1,920.73","1,900.43","-","1.68%"
"Mar 10, 2016","1,888.92","1,893.05","1,904.04","1,869.75","-","-0.01%"
"Mar 09, 2016","1,889.17","1,885.67","1,892.26","1,880.36","-","0.49%"
"Mar 08, 2016","1,879.90","1,893.55","1,894.15","1,878.26","-","-1.16%"
"Mar 07, 2016","1,901.92","1,893.53","1,906.27","1,890.21","-","0.09%"
"Mar 04, 2016","1,900.16","1,896.24","1,909.05","1,887.93","-","0.32%"
"Mar 03, 2016","1,894.14","1,885.38","1,894.33","1,878.82","-","0.38%"
"Mar 02, 2016","1,886.99","1,875.11","1,887.00","1,870.13","-","0.43%"
"Mar 01, 2016","1,878.94","1,843.90","1,878.94","1,843.87","-","2.40%"
"Feb 29, 2016","1,834.97","1,848.45","1,859.59","1,834.73","-","-0.81%"
"Feb 26, 2016","1,850.00","1,858.50","1,863.55","1,847.77","-","-0.14%"
"Feb 25, 2016","1,852.66","1,835.46","1,852.69","1,827.55","-","1.14%"
"Feb 24, 2016","1,831.70","1,812.52","1,833.72","1,794.55","-","0.45%"
"Feb 23, 2016","1,823.57","1,841.69","1,841.97","1,822.03","-","-1.25%"
"Feb 22, 2016","1,846.60","1,830.69","1,847.65","1,830.69","-","1.45%"
"Feb 19, 2016","1,820.17","1,813.53","1,820.79","1,804.97","-","0.00%"
"Feb 18, 2016","1,820.13","1,831.75","1,831.75","1,817.71","-","-0.48%"
"Feb 17, 2016","1,828.96","1,807.91","1,832.69","1,807.91","-","1.67%"
"Feb 16, 2016","1,798.83","1,781.15","1,798.99","1,778.46","-","1.71%"
"Feb 12, 2016","1,768.52","1,744.07","1,768.52","1,743.07","-","1.98%"
"Feb 11, 2016","1,734.24","1,744.61","1,744.61","1,716.31","-","-1.25%"
"Feb 10, 2016","1,756.11","1,764.22","1,784.38","1,754.74","-","0.02%"
"Feb 09, 2016","1,755.84","1,746.78","1,770.72","1,739.56","-","-0.10%"
"Feb 08, 2016","1,757.66","1,771.30","1,771.30","1,733.87","-","-1.52%"
"Feb 05, 2016","1,784.73","1,816.97","1,816.97","1,777.80","-","-1.96%"
"Feb 04, 2016","1,820.45","1,814.36","1,831.88","1,806.29","-","0.18%"
"Feb 03, 2016","1,817.26","1,815.87","1,822.36","1,778.89","-","0.49%"
"Feb 02, 2016","1,808.36","1,834.73","1,834.73","1,802.98","-","-1.91%"
"Feb 01, 2016","1,843.52","1,837.62","1,850.83","1,824.91","-","-0.02%"
"Jan 29, 2016","1,843.88","1,803.71","1,843.88","1,803.71","-","2.48%"
"Jan 28, 2016","1,799.33","1,799.78","1,809.02","1,781.20","-","0.49%"
"Jan 27, 2016","1,790.61","1,806.87","1,823.22","1,781.01","-","-1.13%"
"Jan 26, 2016","1,810.99","1,790.04","1,813.73","1,790.04","-","1.44%"
"Jan 25, 2016","1,785.35","1,811.61","1,811.61","1,784.50","-","-1.59%"
"Jan 22, 2016","1,814.12","1,793.32","1,815.48","1,793.32","-","2.07%"
"Jan 21, 2016","1,777.25","1,771.24","1,797.37","1,758.49","-","0.48%"
"Jan 20, 2016","1,768.78","1,774.31","1,784.67","1,722.94","-","-1.14%"
"Jan 19, 2016","1,789.19","1,802.14","1,809.15","1,773.34","-","-0.02%"
"Jan 15, 2016","1,789.56","1,808.26","1,808.26","1,767.74","-","-2.16%"
"Jan 14, 2016","1,829.01","1,804.23","1,840.96","1,788.21","-","1.64%"
"Jan 13, 2016","1,799.48","1,850.84","1,856.95","1,795.72","-","-2.54%"
"Jan 12, 2016","1,846.31","1,842.66","1,855.51","1,823.09","-","0.75%"
"Jan 11, 2016","1,832.50","1,838.45","1,844.43","1,811.37","-","0.03%"
"Jan 08, 2016","1,831.88","1,858.38","1,868.48","1,828.71","-","-1.10%"
"Jan 07, 2016","1,852.17","1,881.86","1,883.90","1,848.28","-","-2.39%"
"Jan 06, 2016","1,897.55","1,908.04","1,909.53","1,887.07","-","-1.36%"
"Jan 05, 2016","1,923.62","1,922.75","1,928.50","1,911.89","-","0.19%"
"Jan 04, 2016","1,919.95","1,932.37","1,932.37","1,898.35","-","-1.53%"
"Dec 31, 2015","1,949.70","1,961.56","1,967.41","1,949.51","-","-0.91%"
"Dec 30, 2015","1,967.52","1,979.71","1,979.71","1,966.43","-","-0.72%"
"Dec 29, 2015","1,981.71","1,968.80","1,984.65","1,968.80","-","1.05%"
"Dec 28, 2015","1,961.15","1,961.13","1,961.25","1,949.35","-","-0.22%"
"Dec 24, 2015","1,965.39","1,967.07","1,971.40","1,963.04","-","-0.16%"
"Dec 23, 2015","1,968.55","1,950.65","1,968.86","1,950.65","-","1.26%"
"Dec 22, 2015","1,944.05","1,933.24","1,947.70","1,926.78","-","0.87%"
"Dec 21, 2015","1,927.27","1,920.98","1,929.11","1,913.00","-","0.75%"
"Dec 18, 2015","1,913.01","1,943.99","1,943.99","1,912.90","-","-1.73%"
"Dec 17, 2015","1,946.76","1,979.55","1,979.55","1,946.61","-","-1.50%"
"Dec 16, 2015","1,976.45","1,957.56","1,979.77","1,948.89","-","1.46%"
"Dec 15, 2015","1,948.05","1,935.81","1,957.71","1,935.81","-","1.07%"
"Dec 14, 2015","1,927.44","1,919.85","1,928.12","1,900.82","-","0.41%"
"Dec 11, 2015","1,919.51","1,943.49","1,943.49","1,916.17","-","-1.94%"
"Dec 10, 2015","1,957.49","1,953.72","1,971.97","1,951.17","-","0.23%"
"Dec 09, 2015","1,953.02","1,963.02","1,984.17","1,943.13","-","-0.79%"
"Dec 08, 2015","1,968.53","1,969.55","1,977.81","1,957.59","-","-0.61%"
"Dec 07, 2015","1,980.54","1,993.48","1,993.48","1,971.22","-","-0.74%"
"Dec 04, 2015","1,995.28","1,960.55","1,997.30","1,960.55","-","1.99%"
"Dec 03, 2015","1,956.30","1,989.23","1,990.44","1,949.44","-","-1.45%"
"Dec 02, 2015","1,985.15","2,006.58","2,008.45","1,983.05","-","-1.11%"
"Dec 01, 2015","2,007.41","1,991.62","2,008.03","1,991.62","-","1.05%"
"Nov 30, 2015","1,986.56","1,998.04","1,999.24","1,986.48","-","-0.47%"
"Nov 27, 2015","1,995.91","1,995.33","1,998.66","1,989.84","-","0.06%"
"Nov 25, 2015","1,994.62","1,994.36","1,998.48","1,991.70","-","0.01%"
"Nov 24, 2015","1,994.40","1,984.44","1,998.83","1,976.34","-","0.15%"
"Nov 23, 2015","1,991.37","1,994.09","1,999.89","1,986.46","-","-0.11%"
"Nov 20, 2015","1,993.62","1,990.53","2,000.87","1,989.69","-","0.37%"
"Nov 19, 2015","1,986.32","1,989.48","1,991.80","1,983.87","-","-0.13%"
"Nov 18, 2015","1,988.89","1,961.46","1,990.43","1,961.46","-","1.62%"
"Nov 17, 2015","1,957.18","1,961.05","1,972.30","1,953.07","-","-0.14%"
"Nov 16, 2015","1,959.84","1,930.17","1,959.84","1,928.34","-","1.47%"
"Nov 13, 2015","1,931.46","1,948.02","1,950.62","1,930.61","-","-1.10%"
"Nov 12, 2015","1,952.88","1,974.05","1,974.07","1,952.65","-","-1.40%"
"Nov 11, 2015","1,980.55","1,990.97","1,991.88","1,980.47","-","-0.34%"
"Nov 10, 2015","1,987.37","1,979.28","1,989.12","1,975.93","-","0.15%"
"Nov 09, 2015","1,984.42","1,999.18","1,999.18","1,974.22","-","-0.97%"
"Nov 06, 2015","2,003.77","2,000.92","2,006.23","1,989.14","-","-0.04%"
"Nov 05, 2015","2,004.51","2,008.15","2,012.98","1,995.10","-","-0.14%"
"Nov 04, 2015","2,007.26","2,016.07","2,018.63","2,001.95","-","-0.32%"
"Nov 03, 2015","2,013.71","2,005.32","2,020.18","2,002.15","-","0.27%"
"Nov 02, 2015","2,008.36","1,986.54","2,010.37","1,986.19","-","1.20%"
"Oct 30, 2015","1,984.46","1,994.55","1,998.34","1,984.44","-","-0.44%"
"Oct 29, 2015","1,993.30","1,990.30","1,996.06","1,987.35","-","-0.08%"
"Oct 28, 2015","1,994.81","1,973.43","1,994.81","1,969.03","-","1.23%"
"Oct 27, 2015","1,970.64","1,971.07","1,974.26","1,963.67","-","-0.25%"
"Oct 26, 2015","1,975.49","1,978.27","1,978.33","1,970.84","-","-0.18%"
"Oct 23, 2015","1,979.04","1,973.69","1,983.14","1,968.48","-","1.08%"
"Oct 22, 2015","1,957.94","1,933.39","1,960.84","1,933.39","-","1.59%"
"Oct 21, 2015","1,927.21","1,944.89","1,946.06","1,925.62","-","-0.63%"
"Oct 20, 2015","1,939.42","1,940.23","1,947.85","1,935.37","-","-0.16%"
"Oct 19, 2015","1,942.58","1,939.03","1,943.75","1,931.97","-","0.01%"
"Oct 16, 2015","1,942.33","1,934.66","1,942.72","1,930.37","-","0.45%"
"Oct 15, 2015","1,933.65","1,910.02","1,933.75","1,908.27","-","1.50%"
"Oct 14, 2015","1,905.10","1,913.76","1,919.87","1,901.80","-","-0.47%"
"Oct 13, 2015","1,914.14","1,920.71","1,932.37","1,912.47","-","-0.68%"
"Oct 12, 2015","1,927.26","1,926.66","1,928.53","1,920.88","-","0.08%"
"Oct 09, 2015","1,925.70","1,925.25","1,930.46","1,918.88","-","0.07%"
"Oct 08, 2015","1,924.32","1,904.12","1,927.30","1,900.16","-","0.86%"
"Oct 07, 2015","1,907.87","1,898.94","1,910.84","1,889.02","-","0.81%"
"Oct 06, 2015","1,892.61","1,897.60","1,903.47","1,884.53","-","-0.38%"
"Oct 05, 2015","1,899.77","1,873.21","1,901.76","1,873.21","-","1.80%"
"Oct 02, 2015","1,866.19","1,826.65","1,866.19","1,810.77","-","1.48%"
"Oct 01, 2015","1,839.01","1,837.31","1,841.95","1,816.98","-","0.19%"
"Sep 30, 2015","1,835.50","1,812.31","1,835.96","1,812.31","-","1.92%"
"Sep 29, 2015","1,800.87","1,800.96","1,816.14","1,789.32","-","0.10%"
"Sep 28, 2015","1,799.08","1,842.07","1,842.07","1,796.66","-","-2.65%"
"Sep 25, 2015","1,848.05","1,859.79","1,868.71","1,838.73","-","-0.08%"
"Sep 24, 2015","1,849.62","1,846.70","1,854.24","1,827.42","-","-0.36%"
"Sep 23, 2015","1,856.21","1,861.68","1,866.85","1,850.76","-","-0.23%"
"Sep 22, 2015","1,860.50","1,870.28","1,870.28","1,847.68","-","-1.25%"
"Sep 21, 2015","1,883.96","1,881.64","1,897.01","1,873.73","-","0.41%"
"Sep 18, 2015","1,876.30","1,897.79","1,897.79","1,872.01","-","-1.59%"
"Sep 17, 2015","1,906.66","1,909.87","1,935.54","1,903.52","-","-0.24%"
"Sep 16, 2015","1,911.24","1,895.17","1,913.09","1,894.52","-","0.87%"
"Sep 15, 2015","1,894.71","1,874.93","1,899.40","1,872.11","-","1.27%"
"Sep 14, 2015","1,870.97","1,880.14","1,880.14","1,866.39","-","-0.41%"
"Sep 11, 2015","1,878.67","1,865.42","1,878.67","1,857.69","-","0.45%"
"Sep 10, 2015","1,870.29","1,859.41","1,881.97","1,856.19","-","0.51%"
"Sep 09, 2015","1,860.71","1,895.96","1,905.11","1,856.81","-","-1.38%"
"Sep 08, 2015","1,886.80","1,855.77","1,887.64","1,855.77","-","2.50%"
"Sep 04, 2015","1,840.78","1,856.26","1,856.26","1,831.20","-","-1.51%"
"Sep 03, 2015","1,869.02","1,870.51","1,891.42","1,863.03","-","0.14%"
"Sep 02, 2015","1,866.42","1,846.86","1,866.46","1,838.50","-","1.82%"
"Sep 01, 2015","1,833.04","1,874.18","1,874.18","1,823.14","-","-2.95%"
"Aug 31, 2015","1,888.74","1,904.83","1,904.83","1,883.26","-","-0.85%"
"Aug 28, 2015","1,904.97","1,898.98","1,909.41","1,891.96","-","0.10%"
"Aug 27, 2015","1,903.04","1,868.44","1,905.07","1,866.11","-","2.46%"
"Aug 26, 2015","1,857.29","1,806.43","1,858.88","1,799.91","-","3.84%"
"Aug 25, 2015","1,788.59","1,831.45","1,864.37","1,788.33","-","-1.32%"
"Aug 24, 2015","1,812.51","1,886.41","1,886.41","1,791.47","-","-3.96%"
"Aug 21, 2015","1,887.32","1,937.85","1,938.40","1,887.32","-","-3.14%"
"Aug 20, 2015","1,948.45","1,983.02","1,983.02","1,948.45","-","-2.16%"
"Aug 19, 2015","1,991.41","2,003.21","2,006.91","1,982.61","-","-0.84%"
"Aug 18, 2015","2,008.24","2,011.21","2,014.51","2,005.62","-","-0.26%"
"Aug 17, 2015","2,013.57","1,997.54","2,013.93","1,991.16","-","0.55%"
"Aug 14, 2015","2,002.60","1,993.44","2,003.46","1,992.05","-","0.39%"
"Aug 13, 2015","1,994.91","1,997.68","2,003.87","1,990.06","-","-0.12%"
"Aug 12, 2015","1,997.32","1,989.07","2,000.19","1,964.97","-","0.09%"
"Aug 11, 2015","1,995.55","2,009.68","2,009.68","1,988.22","-","-0.96%"
"Aug 10, 2015","2,014.94","1,998.25","2,016.07","1,998.25","-","1.30%"
"Aug 07, 2015","1,989.17","1,992.73","1,993.25","1,979.68","-","-0.28%"
"Aug 06, 2015","1,994.83","2,013.06","2,014.52","1,986.94","-","-0.83%"
"Aug 05, 2015","2,011.45","2,010.10","2,023.93","2,008.99","-","0.33%"
"Aug 04, 2015","2,004.92","2,008.80","2,013.68","2,000.57","-","-0.22%"
"Aug 03, 2015","2,009.27","2,016.65","2,016.65","1,999.12","-","-0.30%"
"Jul 31, 2015","2,015.31","2,021.29","2,025.25","2,013.63","-","-0.21%"
"Jul 30, 2015","2,019.62","2,018.04","2,021.31","2,006.23","-","0.04%"
"Jul 29, 2015","2,018.87","2,005.22","2,020.62","2,004.76","-","0.73%"
"Jul 28, 2015","2,004.15","1,982.32","2,006.46","1,980.88","-","1.24%"
"Jul 27, 2015","1,979.69","1,990.68","1,990.68","1,976.04","-","-0.62%"
"Jul 24, 2015","1,992.10","2,012.70","2,014.46","1,989.63","-","-1.05%"
"Jul 23, 2015","2,013.24","2,024.44","2,027.27","2,009.98","-","-0.55%"
"Jul 22, 2015","2,024.43","2,029.14","2,029.14","2,020.68","-","-0.24%"
"Jul 21, 2015","2,029.38","2,038.58","2,038.58","2,025.91","-","-0.45%"
"Jul 20, 2015","2,038.58","2,037.18","2,042.80","2,034.33","-","0.07%"
"Jul 17, 2015","2,037.08","2,034.97","2,037.44","2,030.63","-","0.11%"
"Jul 16, 2015","2,034.94","2,020.06","2,034.95","2,020.06","-","0.78%"
"Jul 15, 2015","2,019.13","2,021.22","2,026.11","2,014.60","-","-0.10%"
"Jul 14, 2015","2,021.24","2,011.65","2,024.11","2,010.77","-","0.48%"
"Jul 13, 2015","2,011.65","1,990.05","2,012.68","1,990.05","-","1.10%"
"Jul 10, 2015","1,989.86","1,966.11","1,994.23","1,966.11","-","1.22%"
"Jul 09, 2015","1,965.84","1,961.89","1,987.44","1,961.89","-","0.23%"
"Jul 08, 2015","1,961.30","1,993.89","1,993.89","1,961.19","-","-1.69%"
"Jul 07, 2015","1,995.04","1,983.45","1,997.20","1,959.30","-","0.59%"
"Jul 06, 2015","1,983.33","1,990.87","1,992.73","1,973.14","-","-0.39%"
"Jul 02, 2015","1,991.01","1,991.79","1,998.78","1,985.54","-","-0.04%"
"Jul 01, 2015","1,991.71","1,980.09","1,996.70","1,980.09","-","0.69%"
"Jun 30, 2015","1,978.10","1,973.64","1,988.30","1,971.54","-","0.30%"
"Jun 29, 2015","1,972.21","2,013.34","2,013.34","1,971.42","-","-2.09%"
"Jun 26, 2015","2,014.35","2,015.74","2,021.52","2,008.54","-","-0.06%"
"Jun 25, 2015","2,015.56","2,021.81","2,028.25","2,014.79","-","-0.29%"
"Jun 24, 2015","2,021.50","2,036.84","2,037.53","2,021.50","-","-0.77%"
"Jun 23, 2015","2,037.10","2,035.89","2,040.35","2,032.97","-","0.07%"
"Jun 22, 2015","2,035.67","2,024.51","2,042.15","2,024.51","-","0.59%"
"Jun 19, 2015","2,023.69","2,034.27","2,034.38","2,023.18","-","-0.51%"
"Jun 18, 2015","2,034.15","2,014.62","2,039.25","2,014.62","-","0.99%"
"Jun 17, 2015","2,014.29","2,010.46","2,020.14","2,003.93","-","0.20%"
"Jun 16, 2015","2,010.24","1,998.75","2,011.24","1,996.87","-","0.57%"
"Jun 15, 2015","1,998.84","2,007.79","2,007.79","1,987.41","-","-0.46%"
"Jun 12, 2015","2,008.12","2,021.84","2,021.84","2,005.48","-","-0.69%"
"Jun 11, 2015","2,022.09","2,018.07","2,027.31","2,018.07","-","0.21%"
"Jun 10, 2015","2,017.95","1,994.57","2,021.01","1,994.57","-","1.18%"
"Jun 09, 2015","1,994.34","1,993.64","1,999.39","1,986.55","-","0.04%"
"Jun 08, 2015","1,993.62","2,006.69","2,006.94","1,993.61","-","-0.65%"
"Jun 05, 2015","2,006.71","2,008.46","2,013.66","1,999.14","-","-0.09%"
"Jun 04, 2015","2,008.55","2,020.10","2,024.76","2,006.13","-","-0.86%"
"Jun 03, 2015","2,026.00","2,025.76","2,033.25","2,021.61","-","0.23%"
"Jun 02, 2015","2,021.38","2,019.33","2,028.91","2,011.84","-","-0.10%"
"Jun 01, 2015","2,023.43","2,024.95","2,030.41","2,014.65","-","0.19%"
"May 29, 2015","2,019.69","2,031.22","2,031.79","2,017.40","-","-0.62%"
"May 28, 2015","2,032.27","2,032.12","2,033.51","2,024.68","-","-0.13%"
"May 27, 2015","2,034.88","2,020.45","2,037.41","2,018.42","-","0.90%"
"May 26, 2015","2,016.81","2,033.90","2,033.90","2,012.01","-","-1.01%"
"May 22, 2015","2,037.49","2,039.27","2,043.00","2,037.49","-","-0.21%"
"May 21, 2015","2,041.73","2,035.42","2,044.87","2,034.15","-","0.25%"
"May 20, 2015","2,036.71","2,038.02","2,044.90","2,033.07","-","-0.04%"
"May 19, 2015","2,037.54","2,039.07","2,042.30","2,034.30","-","-0.06%"
"May 18, 2015","2,038.82","2,030.24","2,041.18","2,029.48","-","0.33%"
"May 15, 2015","2,032.17","2,031.69","2,032.58","2,026.32","-","0.10%"
"May 14, 2015","2,030.19","2,017.34","2,030.49","2,017.34","-","1.06%"
"May 13, 2015","2,008.87","2,012.70","2,019.94","2,006.61","-","-0.04%"
"May 12, 2015","2,009.75","2,008.83","2,015.35","1,996.52","-","-0.28%"
"May 11, 2015","2,015.42","2,024.77","2,027.00","2,014.83","-","-0.51%"
"May 08, 2015","2,025.66","2,011.17","2,027.57","2,011.17","-","1.30%"
"May 07, 2015","1,999.57","1,992.11","2,004.23","1,987.40","-","0.37%"
"May 06, 2015","1,992.16","2,004.02","2,009.23","1,980.73","-","-0.42%"
"May 05, 2015","2,000.51","2,021.24","2,025.34","1,999.37","-","-1.19%"
"May 04, 2015","2,024.56","2,022.20","2,030.90","2,022.20","-","0.28%"
"May 01, 2015","2,018.83","2,002.89","2,018.83","2,002.89","-","1.06%"
"Apr 30, 2015","1,997.63","2,012.64","2,016.17","1,990.08","-","-1.01%"
"Apr 29, 2015","2,018.09","2,019.05","2,024.37","2,009.07","-","-0.36%"
"Apr 28, 2015","2,025.29","2,020.33","2,026.82","2,006.92","-","0.23%"
"Apr 27, 2015","2,020.58","2,033.04","2,037.24","2,018.87","-","-0.42%"
"Apr 24, 2015","2,029.07","2,028.82","2,032.09","2,025.15","-","0.18%"
"Apr 23, 2015","2,025.37","2,017.13","2,032.44","2,016.10","-","0.25%"
"Apr 22, 2015","2,020.38","2,012.97","2,022.24","2,004.58","-","0.50%"
"Apr 21, 2015","2,010.42","2,017.87","2,021.54","2,007.70","-","-0.13%"
"Apr 20, 2015","2,012.99","2,001.34","2,016.37","2,001.34","-","0.90%"
"Apr 17, 2015","1,995.07","2,011.38","2,011.38","1,986.66","-","-1.14%"
"Apr 16, 2015","2,018.03","2,016.21","2,023.98","2,013.13","-","-0.07%"
"Apr 15, 2015","2,019.54","2,013.05","2,024.46","2,013.05","-","0.52%"
"Apr 14, 2015","2,009.17","2,005.88","2,011.69","1,997.27","-","0.15%"
"Apr 13, 2015","2,006.18","2,015.23","2,020.62","2,006.11","-","-0.46%"
"Apr 10, 2015","2,015.52","2,006.93","2,015.90","2,006.30","-","0.51%"
"Apr 09, 2015","2,005.20","1,995.49","2,007.06","1,989.10","-","0.45%"
"Apr 08, 2015","1,996.22","1,991.14","2,000.40","1,988.08","-","0.28%"
"Apr 07, 2015","1,990.55","1,994.94","2,003.56","1,990.38","-","-0.21%"
"Apr 06, 2015","1,994.81","1,975.47","2,001.00","1,972.01","-","0.68%"
"Apr 02, 2015","1,981.41","1,974.69","1,986.05","1,972.24","-","0.37%"
"Apr 01, 2015","1,974.01","1,980.15","1,980.15","1,963.46","-","-0.38%"
"Mar 31, 2015","1,981.62","1,993.55","1,996.79","1,980.84","-","-0.86%"
"Mar 30, 2015","1,998.77","1,981.46","2,001.22","1,981.46","-","1.21%"
"Mar 27, 2015","1,974.92","1,969.41","1,976.53","1,967.26","-","0.25%"
"Mar 26, 2015","1,969.96","1,968.66","1,980.40","1,959.57","-","-0.22%"
"Mar 25, 2015","1,974.30","2,004.47","2,008.10","1,974.30","-","-1.47%"
"Mar 24, 2015","2,003.75","2,015.01","2,019.00","2,003.75","-","-0.61%"
"Mar 23, 2015","2,015.96","2,019.85","2,025.83","2,015.96","-","-0.19%"
"Mar 20, 2015","2,019.72","2,007.08","2,025.07","2,007.08","-","0.88%"
"Mar 19, 2015","2,002.05","2,009.86","2,009.86","1,998.46","-","-0.46%"
"Mar 18, 2015","2,011.29","1,983.89","2,018.33","1,975.03","-","1.21%"
"Mar 17, 2015","1,987.18","1,988.97","1,991.30","1,978.30","-","-0.30%"
"Mar 16, 2015","1,993.25","1,971.13","1,993.38","1,971.13","-","1.34%"
"Mar 13, 2015","1,966.86","1,975.97","1,976.78","1,955.04","-","-0.59%"
"Mar 12, 2015","1,978.56","1,955.87","1,978.98","1,955.87","-","1.24%"
"Mar 11, 2015","1,954.37","1,959.31","1,963.32","1,953.87","-","-0.17%"
"Mar 10, 2015","1,957.68","1,987.65","1,987.65","1,957.68","-","-1.67%"
"Mar 09, 2015","1,991.01","1,984.32","1,994.61","1,984.18","-","0.39%"
"Mar 06, 2015","1,983.37","2,011.74","2,011.74","1,979.65","-","-1.42%"
"Mar 05, 2015","2,011.88","2,008.79","2,014.89","2,006.45","-","0.15%"
"Mar 04, 2015","2,008.81","2,017.31","2,017.31","1,998.60","-","-0.44%"
"Mar 03, 2015","2,017.68","2,023.32","2,023.32","2,008.99","-","-0.43%"
"Mar 02, 2015","2,026.31","2,014.11","2,026.37","2,014.07","-","0.62%"
"Feb 27, 2015","2,013.91","2,019.66","2,021.70","2,013.23","-","-0.30%"
"Feb 26, 2015","2,019.94","2,023.03","2,023.03","2,013.38","-","-0.15%"
"Feb 25, 2015","2,023.00","2,023.64","2,028.26","2,019.41","-","-0.03%"
"Feb 24, 2015","2,023.64","2,018.73","2,025.88","2,015.39","-","0.24%"
"Feb 23, 2015","2,018.77","2,019.66","2,019.66","2,012.48","-","-0.03%"
"Feb 20, 2015","2,019.46","2,007.14","2,019.64","1,995.92","-","0.61%"
"Feb 19, 2015","2,007.14","2,009.06","2,011.52","2,000.61","-","-0.10%"
"Feb 18, 2015","2,009.06","2,009.40","2,009.50","2,001.97","-","-0.02%"
"Feb 17, 2015","2,009.38","2,004.33","2,010.31","1,999.50","-","0.16%"
"Feb 13, 2015","2,006.27","1,998.65","2,006.27","1,996.12","-","0.45%"
"Feb 12, 2015","1,997.32","1,983.42","1,997.32","1,983.42","-","0.96%"
"Feb 11, 2015","1,978.30","1,977.01","1,982.96","1,968.21","-","0.02%"
"Feb 10, 2015","1,977.98","1,962.75","1,980.10","1,958.97","-","1.07%"
"Feb 09, 2015","1,957.09","1,960.77","1,966.03","1,952.82","-","-0.42%"
"Feb 06, 2015","1,965.35","1,973.46","1,981.50","1,960.32","-","-0.34%"
"Feb 05, 2015","1,971.96","1,954.56","1,972.92","1,954.56","-","1.05%"
"Feb 04, 2015","1,951.54","1,954.42","1,963.89","1,947.54","-","-0.41%"
"Feb 03, 2015","1,959.65","1,935.21","1,959.67","1,935.21","-","1.46%"
"Feb 02, 2015","1,931.47","1,911.03","1,931.67","1,894.16","-","1.27%"
"Jan 30, 2015","1,907.32","1,928.88","1,934.01","1,905.90","-","-1.27%"
"Jan 29, 2015","1,931.81","1,914.24","1,934.97","1,902.06","-","0.92%"
"Jan 28, 2015","1,914.19","1,950.16","1,952.44","1,913.84","-","-1.35%"
"Jan 27, 2015","1,940.39","1,954.37","1,954.37","1,930.88","-","-1.29%"
"Jan 26, 2015","1,965.70","1,957.69","1,965.92","1,949.87","-","0.32%"
"Jan 23, 2015","1,959.49","1,969.04","1,969.65","1,958.29","-","-0.52%"
"Jan 22, 2015","1,969.68","1,945.24","1,971.02","1,934.67","-","1.51%"
"Jan 21, 2015","1,940.31","1,926.34","1,945.91","1,920.88","-","0.49%"
"Jan 20, 2015","1,930.76","1,931.98","1,936.85","1,913.74","-","0.14%"
"Jan 16, 2015","1,928.05","1,901.95","1,928.89","1,898.63","-","1.34%"
"Jan 15, 2015","1,902.60","1,923.61","1,929.94","1,901.79","-","-0.93%"
"Jan 14, 2015","1,920.51","1,923.55","1,923.55","1,898.97","-","-0.58%"
"Jan 13, 2015","1,931.66","1,943.41","1,963.52","1,918.33","-","-0.24%"
"Jan 12, 2015","1,936.24","1,953.94","1,955.76","1,930.79","-","-0.80%"
"Jan 09, 2015","1,951.78","1,969.96","1,969.96","1,945.32","-","-0.82%"
"Jan 08, 2015","1,967.94","1,940.00","1,969.77","1,940.00","-","1.78%"
"Jan 07, 2015","1,933.59","1,917.23","1,936.20","1,917.23","-","1.17%"
"Jan 06, 2015","1,911.21","1,931.41","1,937.25","1,901.09","-","-0.90%"
"Jan 05, 2015","1,928.50","1,959.54","1,959.54","1,925.34","-","-1.82%"
"Jan 02, 2015","1,964.31","1,969.04","1,977.39","1,952.51","-","-0.02%"
"Dec 31, 2014","1,964.73","1,988.46","1,990.02","1,963.83","-","-1.02%"
"Dec 30, 2014","1,984.92","1,991.98","1,991.98","1,984.17","-","-0.50%"
"Dec 29, 2014","1,994.90","1,991.71","1,997.69","1,990.47","-","0.08%"
"Dec 26, 2014","1,993.35","1,990.10","1,997.09","1,990.10","-","0.34%"
"Dec 24, 2014","1,986.54","1,988.34","1,991.88","1,986.54","-","-0.01%"
"Dec 23, 2014","1,986.73","1,986.63","1,990.90","1,984.29","-","0.18%"
"Dec 22, 2014","1,983.18","1,975.21","1,983.35","1,974.42","-","0.37%"
"Dec 19, 2014","1,975.86","1,966.94","1,982.42","1,966.37","-","0.47%"
"Dec 18, 2014","1,966.54","1,929.64","1,966.54","1,929.64","-","2.39%"
"Dec 17, 2014","1,920.62","1,883.69","1,923.82","1,883.69","-","2.06%"
"Dec 16, 2014","1,881.92","1,892.96","1,923.32","1,881.83","-","-0.84%"
"Dec 15, 2014","1,897.87","1,914.82","1,925.54","1,891.14","-","-0.65%"
"Dec 12, 2014","1,910.27","1,934.74","1,937.88","1,910.27","-","-1.60%"
"Dec 11, 2014","1,941.28","1,936.19","1,960.49","1,936.19","-","0.44%"
"Dec 10, 2014","1,932.68","1,963.67","1,963.67","1,930.83","-","-1.66%"
"Dec 09, 2014","1,965.26","1,958.51","1,965.96","1,940.83","-","-0.01%"
"Dec 08, 2014","1,965.39","1,978.72","1,980.72","1,959.49","-","-0.76%"
"Dec 05, 2014","1,980.41","1,978.25","1,984.14","1,976.28","-","0.16%"
"Dec 04, 2014","1,977.33","1,978.63","1,982.31","1,968.34","-","-0.12%"
