"Date","Price","Open","High","Low","Vol.","Change %"
"Oct 05, 2018","2,746.26","2,762.63","2,769.47","2,730.63","-","-0.58%"
"Oct 04, 2018","2,762.36","2,779.52","2,780.41","2,745.98","-","-0.86%"
"Oct 03, 2018","2,786.26","2,792.59","2,799.31","2,782.54","-","0.09%"
"Oct 02, 2018","2,783.88","2,783.85","2,791.53","2,780.21","-","-0.04%"
"Oct 01, 2018","2,785.13","2,784.65","2,797.42","2,779.01","-","0.35%"
"Sep 28, 2018","2,775.55","2,771.84","2,781.44","2,769.53","-","-0.01%"
"Sep 27, 2018","2,775.70","2,773.43","2,787.89","2,771.40","-","0.27%"
"Sep 26, 2018","2,768.12","2,778.91","2,791.89","2,766.08","-","-0.34%"
"Sep 25, 2018","2,777.60","2,783.36","2,784.84","2,776.19","-","-0.10%"
"Sep 24, 2018","2,780.45","2,781.83","2,784.30","2,774.17","-","-0.34%"
"Sep 21, 2018","2,789.93","2,794.64","2,800.81","2,787.80","-","-0.05%"
"Sep 20, 2018","2,791.44","2,780.40","2,795.15","2,780.40","-","0.78%"
"Sep 19, 2018","2,769.70","2,769.21","2,773.99","2,766.06","-","0.10%"
"Sep 18, 2018","2,767.04","2,754.59","2,773.41","2,754.59","-","0.53%"
"Sep 17, 2018","2,752.44","2,767.74","2,768.68","2,750.08","-","-0.60%"
"Sep 14, 2018","2,769.10","2,770.43","2,772.22","2,760.36","-","0.04%"
"Sep 13, 2018","2,768.01","2,762.18","2,770.65","2,761.12","-","0.52%"
"Sep 12, 2018","2,753.62","2,751.37","2,758.19","2,743.31","-","0.05%"
"Sep 11, 2018","2,752.27","2,735.87","2,756.47","2,732.46","-","0.37%"
"Sep 10, 2018","2,742.23","2,745.50","2,750.49","2,741.15","-","0.21%"
"Sep 07, 2018","2,736.61","2,733.45","2,748.19","2,730.04","-","-0.23%"
"Sep 06, 2018","2,743.03","2,753.19","2,756.62","2,733.20","-","-0.37%"
"Sep 05, 2018","2,753.17","2,758.15","2,758.99","2,742.23","-","-0.32%"
"Sep 04, 2018","2,762.12","2,762.71","2,765.44","2,751.30","-","-0.17%"
"Aug 31, 2018","2,766.77","2,762.95","2,770.93","2,757.74","-","0.03%"
"Aug 30, 2018","2,766.05","2,775.11","2,776.58","2,760.79","-","-0.45%"
"Aug 29, 2018","2,778.43","2,765.86","2,780.80","2,763.94","-","0.56%"
"Aug 28, 2018","2,762.85","2,766.66","2,768.92","2,759.00","-","0.02%"
"Aug 27, 2018","2,762.19","2,750.01","2,763.85","2,750.01","-","0.76%"
"Aug 24, 2018","2,741.31","2,729.43","2,742.73","2,729.43","-","0.65%"
"Aug 23, 2018","2,723.67","2,727.46","2,734.91","2,721.28","-","-0.18%"
"Aug 22, 2018","2,728.71","2,726.58","2,733.87","2,723.35","-","-0.02%"
"Aug 21, 2018","2,729.33","2,726.69","2,738.91","2,726.69","-","0.23%"
"Aug 20, 2018","2,722.98","2,719.73","2,725.50","2,716.78","-","0.24%"
"Aug 17, 2018","2,716.49","2,705.41","2,721.45","2,700.93","-","0.32%"
"Aug 16, 2018","2,707.75","2,700.29","2,717.18","2,700.29","-","0.79%"
"Aug 15, 2018","2,686.57","2,695.49","2,695.49","2,671.92","-","-0.79%"
"Aug 14, 2018","2,708.04","2,697.50","2,711.00","2,695.89","-","0.63%"
"Aug 13, 2018","2,691.13","2,704.17","2,711.66","2,689.34","-","-0.41%"
"Aug 10, 2018","2,702.12","2,708.49","2,710.40","2,695.48","-","-0.69%"
"Aug 09, 2018","2,720.87","2,724.38","2,729.50","2,719.45","-","-0.12%"
"Aug 08, 2018","2,724.26","2,723.57","2,728.80","2,720.13","-","-0.04%"
"Aug 07, 2018","2,725.23","2,722.47","2,729.40","2,722.47","-","0.30%"
"Aug 06, 2018","2,717.17","2,706.36","2,719.62","2,703.36","-","0.36%"
"Aug 03, 2018","2,707.51","2,698.69","2,707.52","2,695.85","-","0.43%"
"Aug 02, 2018","2,696.05","2,669.38","2,698.41","2,666.78","-","0.55%"
"Aug 01, 2018","2,681.40","2,687.69","2,693.11","2,674.39","-","-0.10%"
"Jul 31, 2018","2,683.96","2,677.54","2,691.67","2,675.78","-","0.50%"
"Jul 30, 2018","2,670.53","2,687.07","2,689.53","2,666.43","-","-0.61%"
"Jul 27, 2018","2,686.92","2,712.43","2,712.43","2,676.94","-","-0.69%"
"Jul 26, 2018","2,705.68","2,714.56","2,716.91","2,704.36","-","-0.29%"
"Jul 25, 2018","2,713.55","2,687.95","2,715.21","2,687.24","-","0.92%"
"Jul 24, 2018","2,688.87","2,690.04","2,698.67","2,680.19","-","0.42%"
"Jul 23, 2018","2,677.68","2,671.68","2,679.17","2,666.65","-","0.16%"
"Jul 20, 2018","2,673.32","2,677.08","2,680.63","2,671.92","-","-0.10%"
"Jul 19, 2018","2,676.09","2,681.34","2,682.86","2,671.52","-","-0.38%"
"Jul 18, 2018","2,686.22","2,681.31","2,687.17","2,677.05","-","0.19%"
"Jul 17, 2018","2,681.07","2,663.56","2,685.36","2,662.28","-","0.42%"
"Jul 16, 2018","2,669.79","2,673.61","2,675.35","2,665.32","-","-0.12%"
"Jul 13, 2018","2,673.10","2,670.54","2,676.27","2,664.28","-","0.09%"
"Jul 12, 2018","2,670.68","2,658.70","2,671.28","2,654.77","-","0.88%"
"Jul 11, 2018","2,647.47","2,653.94","2,658.87","2,644.53","-","-0.70%"
"Jul 10, 2018","2,666.24","2,661.20","2,668.10","2,659.13","-","0.33%"
"Jul 09, 2018","2,657.38","2,642.97","2,657.63","2,642.97","-","0.89%"
"Jul 06, 2018","2,634.00","2,611.14","2,638.11","2,608.96","-","0.86%"
"Jul 05, 2018","2,611.50","2,600.68","2,612.52","2,592.16","-","0.86%"
"Jul 03, 2018","2,589.18","2,609.09","2,611.06","2,587.39","-","-0.49%"
"Jul 02, 2018","2,601.87","2,581.61","2,602.27","2,576.17","-","0.31%"
"Jun 29, 2018","2,593.87","2,598.60","2,617.15","2,593.87","-","0.08%"
"Jun 28, 2018","2,591.69","2,574.73","2,599.13","2,568.55","-","0.61%"
"Jun 27, 2018","2,575.89","2,603.72","2,620.49","2,575.88","-","-0.88%"
"Jun 26, 2018","2,598.87","2,597.19","2,607.75","2,591.67","-","0.22%"
"Jun 25, 2018","2,593.04","2,621.06","2,621.06","2,576.14","-","-1.40%"
"Jun 22, 2018","2,629.85","2,632.99","2,638.34","2,628.26","-","0.18%"
"Jun 21, 2018","2,625.17","2,644.74","2,644.74","2,620.24","-","-0.66%"
"Jun 20, 2018","2,642.69","2,645.12","2,649.56","2,639.49","-","0.19%"
"Jun 19, 2018","2,637.68","2,629.40","2,639.56","2,618.82","-","-0.41%"
"Jun 18, 2018","2,648.59","2,640.24","2,649.52","2,631.87","-","-0.18%"
"Jun 15, 2018","2,653.46","2,653.12","2,656.05","2,636.85","-","-0.09%"
"Jun 14, 2018","2,655.76","2,655.28","2,661.18","2,650.23","-","0.27%"
"Jun 13, 2018","2,648.60","2,661.69","2,663.77","2,648.03","-","-0.40%"
"Jun 12, 2018","2,659.25","2,656.58","2,662.21","2,651.78","-","0.20%"
"Jun 11, 2018","2,653.94","2,651.21","2,661.47","2,651.21","-","0.11%"
"Jun 08, 2018","2,651.10","2,640.35","2,651.23","2,636.56","-","0.32%"
"Jun 07, 2018","2,642.67","2,646.74","2,652.53","2,633.00","-","-0.10%"
"Jun 06, 2018","2,645.27","2,625.90","2,645.27","2,622.45","-","0.87%"
"Jun 05, 2018","2,622.35","2,622.01","2,625.79","2,613.70","-","0.09%"
"Jun 04, 2018","2,620.07","2,608.41","2,621.73","2,608.41","-","0.45%"
"Jun 01, 2018","2,608.22","2,581.03","2,610.11","2,581.03","-","1.10%"
"May 31, 2018","2,579.76","2,593.27","2,595.74","2,575.68","-","-0.69%"
"May 30, 2018","2,597.58","2,574.99","2,602.67","2,574.99","-","1.26%"
"May 29, 2018","2,565.19","2,580.74","2,584.29","2,553.24","-","-1.12%"
"May 25, 2018","2,594.20","2,598.12","2,599.76","2,588.54","-","-0.24%"
"May 24, 2018","2,600.38","2,603.34","2,604.11","2,581.57","-","-0.20%"
"May 23, 2018","2,605.61","2,586.58","2,605.61","2,583.44","-","0.34%"
"May 22, 2018","2,596.86","2,610.58","2,613.90","2,594.59","-","-0.34%"
"May 21, 2018","2,605.62","2,598.33","2,611.26","2,598.33","-","0.74%"
"May 18, 2018","2,586.59","2,590.25","2,592.39","2,583.33","-","-0.25%"
"May 17, 2018","2,593.02","2,592.22","2,604.11","2,584.93","-","-0.07%"
"May 16, 2018","2,594.91","2,585.36","2,599.88","2,585.36","-","0.40%"
"May 15, 2018","2,584.47","2,590.99","2,590.99","2,575.82","-","-0.68%"
"May 14, 2018","2,602.07","2,605.28","2,613.74","2,597.95","-","0.07%"
"May 11, 2018","2,600.29","2,596.75","2,605.39","2,591.06","-","0.15%"
"May 10, 2018","2,596.33","2,578.94","2,599.46","2,578.94","-","0.91%"
"May 09, 2018","2,572.95","2,554.16","2,576.11","2,550.54","-","0.95%"
"May 08, 2018","2,548.71","2,545.53","2,552.42","2,533.17","-","-0.01%"
"May 07, 2018","2,548.95","2,544.94","2,558.91","2,541.71","-","0.38%"
"May 04, 2018","2,539.40","2,500.21","2,546.46","2,494.54","-","1.28%"
"May 03, 2018","2,507.33","2,504.84","2,514.18","2,474.09","-","-0.22%"
"May 02, 2018","2,512.93","2,529.78","2,536.47","2,509.38","-","-0.69%"
"May 01, 2018","2,530.46","2,521.35","2,530.64","2,503.34","-","0.24%"
"Apr 30, 2018","2,524.28","2,549.06","2,556.74","2,524.28","-","-0.79%"
"Apr 27, 2018","2,544.34","2,551.41","2,552.70","2,534.39","-","0.07%"
"Apr 26, 2018","2,542.49","2,529.34","2,551.16","2,524.14","-","1.05%"
"Apr 25, 2018","2,516.12","2,511.73","2,521.63","2,491.81","-","0.15%"
"Apr 24, 2018","2,512.36","2,554.36","2,558.70","2,496.60","-","-1.33%"
"Apr 23, 2018","2,546.11","2,551.43","2,558.09","2,534.82","-","-0.00%"
"Apr 20, 2018","2,546.15","2,567.68","2,568.45","2,537.38","-","-0.84%"
"Apr 19, 2018","2,567.70","2,576.79","2,577.49","2,557.49","-","-0.56%"
"Apr 18, 2018","2,582.21","2,583.93","2,590.43","2,577.48","-","0.09%"
"Apr 17, 2018","2,579.91","2,566.29","2,586.43","2,565.91","-","1.09%"
"Apr 16, 2018","2,552.00","2,543.34","2,559.88","2,539.75","-","0.82%"
"Apr 13, 2018","2,531.34","2,550.15","2,554.26","2,521.42","-","-0.31%"
"Apr 12, 2018","2,539.11","2,529.84","2,548.96","2,529.84","-","0.80%"
"Apr 11, 2018","2,518.88","2,521.21","2,536.69","2,516.30","-","-0.54%"
"Apr 10, 2018","2,532.44","2,514.01","2,540.38","2,513.25","-","1.70%"
"Apr 09, 2018","2,490.16","2,494.20","2,528.38","2,488.51","-","0.31%"
"Apr 06, 2018","2,482.40","2,521.55","2,531.69","2,465.48","-","-2.17%"
"Apr 05, 2018","2,537.51","2,532.04","2,546.00","2,525.42","-","0.70%"
"Apr 04, 2018","2,519.96","2,464.63","2,524.62","2,456.80","-","1.15%"
"Apr 03, 2018","2,491.26","2,472.24","2,495.85","2,455.46","-","1.23%"
"Apr 02, 2018","2,460.87","2,509.32","2,514.10","2,434.81","-","-2.23%"
"Mar 29, 2018","2,516.93","2,492.71","2,533.61","2,487.56","-","1.38%"
"Mar 28, 2018","2,482.79","2,489.20","2,508.07","2,472.11","-","-0.32%"
"Mar 27, 2018","2,490.82","2,542.86","2,549.64","2,477.31","-","-1.75%"
"Mar 26, 2018","2,535.20","2,494.53","2,537.72","2,482.07","-","2.69%"
"Mar 23, 2018","2,468.89","2,524.28","2,533.82","2,466.96","-","-2.09%"
"Mar 22, 2018","2,521.57","2,566.02","2,570.57","2,520.49","-","-2.51%"
"Mar 21, 2018","2,586.42","2,588.80","2,611.23","2,584.68","-","-0.16%"
"Mar 20, 2018","2,590.52","2,590.83","2,596.97","2,584.35","-","0.15%"
"Mar 19, 2018","2,586.65","2,613.28","2,613.28","2,569.62","-","-1.41%"
"Mar 16, 2018","2,623.56","2,622.47","2,632.21","2,621.54","-","0.18%"
"Mar 15, 2018","2,618.80","2,625.52","2,633.50","2,613.26","-","-0.10%"
"Mar 14, 2018","2,621.43","2,643.77","2,646.83","2,617.35","-","-0.55%"
"Mar 13, 2018","2,636.00","2,662.66","2,670.04","2,630.35","-","-0.64%"
"Mar 12, 2018","2,652.87","2,659.24","2,665.14","2,649.51","-","-0.10%"
"Mar 09, 2018","2,655.55","2,622.56","2,655.56","2,622.56","-","1.70%"
"Mar 08, 2018","2,611.13","2,605.06","2,612.46","2,596.25","-","0.43%"
"Mar 07, 2018","2,599.98","2,583.62","2,603.37","2,576.53","-","-0.02%"
"Mar 06, 2018","2,600.49","2,601.02","2,602.75","2,584.62","-","0.29%"
"Mar 05, 2018","2,592.85","2,555.46","2,599.30","2,549.99","-","1.11%"
"Mar 02, 2018","2,564.36","2,535.01","2,568.55","2,522.39","-","0.55%"
"Mar 01, 2018","2,550.40","2,584.84","2,599.51","2,533.30","-","-1.30%"
"Feb 28, 2018","2,583.87","2,622.53","2,628.62","2,583.65","-","-1.09%"
"Feb 27, 2018","2,612.46","2,646.10","2,654.78","2,612.39","-","-1.27%"
"Feb 26, 2018","2,645.99","2,624.39","2,646.78","2,622.14","-","1.12%"
"Feb 23, 2018","2,616.60","2,587.49","2,616.91","2,584.84","-","1.59%"
"Feb 22, 2018","2,575.60","2,582.04","2,601.03","2,570.24","-","0.06%"
"Feb 21, 2018","2,573.97","2,592.04","2,616.43","2,573.96","-","-0.54%"
"Feb 20, 2018","2,587.85","2,594.79","2,607.81","2,579.14","-","-0.58%"
"Feb 16, 2018","2,602.87","2,598.96","2,623.53","2,597.00","-","0.03%"
"Feb 15, 2018","2,602.12","2,584.87","2,602.31","2,563.28","-","1.20%"
"Feb 14, 2018","2,571.32","2,525.92","2,574.46","2,524.07","-","1.37%"
"Feb 13, 2018","2,536.51","2,519.36","2,541.82","2,513.10","-","0.29%"
"Feb 12, 2018","2,529.25","2,504.96","2,544.86","2,498.12","-","1.38%"
"Feb 09, 2018","2,494.84","2,472.51","2,511.51","2,413.10","-","1.47%"
"Feb 08, 2018","2,458.80","2,556.64","2,556.64","2,458.80","-","-3.74%"
"Feb 07, 2018","2,554.44","2,561.44","2,596.94","2,554.32","-","-0.46%"
"Feb 06, 2018","2,566.33","2,509.30","2,571.81","2,482.31","-","1.69%"
"Feb 05, 2018","2,523.66","2,627.31","2,631.47","2,514.32","-","-4.05%"
"Feb 02, 2018","2,630.24","2,674.26","2,674.26","2,628.84","-","-2.09%"
"Feb 01, 2018","2,686.48","2,680.90","2,699.44","2,678.15","-","-0.05%"
"Jan 31, 2018","2,687.94","2,694.12","2,702.55","2,678.04","-","0.05%"
"Jan 30, 2018","2,686.67","2,703.01","2,703.01","2,682.78","-","-1.08%"
"Jan 29, 2018","2,716.11","2,733.82","2,733.82","2,714.33","-","-0.67%"
"Jan 26, 2018","2,734.51","2,709.72","2,734.51","2,709.72","-","1.17%"
"Jan 25, 2018","2,702.89","2,709.21","2,711.13","2,695.38","-","0.06%"
"Jan 24, 2018","2,701.16","2,706.38","2,716.02","2,689.35","-","-0.05%"
"Jan 23, 2018","2,702.54","2,698.03","2,704.99","2,694.62","-","0.23%"
"Jan 22, 2018","2,696.46","2,675.24","2,696.49","2,673.40","-","0.81%"
"Jan 19, 2018","2,674.92","2,662.26","2,674.93","2,662.26","-","0.48%"
"Jan 18, 2018","2,662.24","2,665.14","2,669.59","2,657.42","-","-0.15%"
"Jan 17, 2018","2,666.37","2,649.57","2,670.67","2,644.06","-","0.94%"
"Jan 16, 2018","2,641.55","2,660.53","2,670.86","2,634.77","-","-0.37%"
"Jan 12, 2018","2,651.31","2,635.50","2,652.72","2,635.50","-","0.65%"
"Jan 11, 2018","2,634.29","2,616.86","2,634.29","2,616.86","-","0.72%"
"Jan 10, 2018","2,615.53","2,617.12","2,617.93","2,604.53","-","-0.13%"
"Jan 09, 2018","2,618.93","2,618.10","2,626.33","2,615.95","-","0.13%"
"Jan 08, 2018","2,615.46","2,610.53","2,615.85","2,605.61","-","0.19%"
"Jan 05, 2018","2,610.52","2,595.16","2,610.52","2,595.16","-","0.70%"
"Jan 04, 2018","2,592.49","2,583.57","2,597.40","2,583.57","-","0.40%"
"Jan 03, 2018","2,582.16","2,566.55","2,583.29","2,566.55","-","0.65%"
"Jan 02, 2018","2,565.61","2,553.39","2,565.67","2,552.79","-","0.83%"
"Dec 29, 2017","2,544.58","2,558.92","2,562.16","2,544.58","-","-0.53%"
"Dec 28, 2017","2,558.02","2,556.30","2,558.11","2,553.07","-","0.19%"
"Dec 27, 2017","2,553.08","2,552.54","2,555.99","2,549.76","-","0.08%"
"Dec 26, 2017","2,551.12","2,549.44","2,553.18","2,548.86","-","-0.10%"
"Dec 22, 2017","2,553.80","2,553.98","2,555.78","2,549.23","-","-0.04%"
"Dec 21, 2017","2,554.88","2,550.93","2,562.23","2,550.93","-","0.21%"
"Dec 20, 2017","2,549.61","2,555.90","2,560.43","2,546.61","-","-0.09%"
"Dec 19, 2017","2,551.82","2,561.26","2,563.59","2,551.35","-","-0.32%"
"Dec 18, 2017","2,560.13","2,556.27","2,564.35","2,556.27","-","0.55%"
"Dec 15, 2017","2,546.17","2,525.33","2,549.71","2,525.33","-","0.89%"
"Dec 14, 2017","2,523.67","2,534.63","2,539.09","2,523.67","-","-0.41%"
"Dec 13, 2017","2,534.01","2,537.02","2,542.71","2,534.01","-","-0.05%"
"Dec 12, 2017","2,535.23","2,531.65","2,540.53","2,531.48","-","0.15%"
"Dec 11, 2017","2,531.55","2,524.15","2,531.81","2,523.87","-","0.33%"
"Dec 08, 2017","2,523.34","2,510.52","2,523.36","2,510.52","-","0.55%"
"Dec 07, 2017","2,509.44","2,501.97","2,513.30","2,499.38","-","0.31%"
"Dec 06, 2017","2,501.63","2,501.55","2,506.20","2,497.93","-","-0.03%"
"Dec 05, 2017","2,502.26","2,511.70","2,520.38","2,500.57","-","-0.37%"
"Dec 04, 2017","2,511.63","2,527.47","2,536.90","2,511.37","-","-0.15%"
"Dec 01, 2017","2,515.45","2,517.90","2,523.19","2,481.27","-","-0.20%"
"Nov 30, 2017","2,520.55","2,507.73","2,530.05","2,507.73","-","0.79%"
"Nov 29, 2017","2,500.90","2,503.09","2,509.83","2,495.34","-","-0.06%"
"Nov 28, 2017","2,502.32","2,482.49","2,502.89","2,482.05","-","0.97%"
"Nov 27, 2017","2,478.36","2,480.36","2,483.18","2,476.04","-","-0.05%"
"Nov 24, 2017","2,479.64","2,478.45","2,481.24","2,477.98","-","0.21%"
"Nov 22, 2017","2,474.36","2,477.09","2,477.85","2,472.84","-","-0.07%"
"Nov 21, 2017","2,476.15","2,467.25","2,477.96","2,467.25","-","0.65%"
"Nov 20, 2017","2,460.17","2,457.94","2,462.33","2,456.43","-","0.14%"
"Nov 17, 2017","2,456.78","2,459.29","2,460.97","2,455.80","-","-0.22%"
"Nov 16, 2017","2,462.21","2,442.15","2,466.49","2,442.15","-","0.82%"
"Nov 15, 2017","2,442.14","2,455.45","2,455.45","2,435.20","-","-0.54%"
"Nov 14, 2017","2,455.47","2,461.07","2,461.07","2,444.33","-","-0.23%"
"Nov 13, 2017","2,461.16","2,452.18","2,463.75","2,451.45","-","0.10%"
"Nov 10, 2017","2,458.74","2,457.02","2,460.19","2,452.54","-","-0.08%"
"Nov 09, 2017","2,460.63","2,457.56","2,462.59","2,443.53","-","-0.38%"
"Nov 08, 2017","2,469.92","2,464.48","2,470.91","2,461.10","-","0.15%"
"Nov 07, 2017","2,466.30","2,468.25","2,472.53","2,460.52","-","-0.03%"
"Nov 06, 2017","2,467.10","2,463.44","2,469.19","2,461.84","-","0.13%"
"Nov 03, 2017","2,463.83","2,458.00","2,464.10","2,453.08","-","0.33%"
"Nov 02, 2017","2,455.72","2,454.68","2,456.93","2,443.52","-","0.00%"
"Nov 01, 2017","2,455.70","2,459.60","2,464.68","2,451.58","-","0.14%"
"Oct 31, 2017","2,452.15","2,450.92","2,454.97","2,449.02","-","0.12%"
"Oct 30, 2017","2,449.20","2,454.61","2,456.05","2,444.99","-","-0.34%"
"Oct 27, 2017","2,457.45","2,448.62","2,458.96","2,442.90","-","0.79%"
"Oct 26, 2017","2,438.07","2,440.50","2,443.63","2,436.67","-","0.16%"
"Oct 25, 2017","2,434.13","2,443.37","2,444.28","2,421.64","-","-0.47%"
"Oct 24, 2017","2,445.61","2,445.34","2,448.41","2,442.73","-","0.16%"
"Oct 23, 2017","2,441.71","2,453.93","2,454.52","2,441.16","-","-0.41%"
"Oct 20, 2017","2,451.70","2,444.91","2,451.98","2,444.91","-","0.51%"
"Oct 19, 2017","2,439.31","2,429.66","2,439.47","2,425.36","-","0.05%"
"Oct 18, 2017","2,438.08","2,438.31","2,440.92","2,436.81","-","0.07%"
"Oct 17, 2017","2,436.35","2,433.78","2,436.57","2,432.16","-","0.07%"
"Oct 16, 2017","2,434.66","2,432.97","2,436.36","2,430.14","-","0.17%"
"Oct 13, 2017","2,430.63","2,434.01","2,435.07","2,429.94","-","0.07%"
"Oct 12, 2017","2,428.89","2,430.27","2,433.04","2,426.56","-","-0.17%"
"Oct 11, 2017","2,433.09","2,428.31","2,433.09","2,426.31","-","0.18%"
"Oct 10, 2017","2,428.73","2,428.15","2,433.20","2,423.55","-","0.22%"
"Oct 09, 2017","2,423.41","2,429.93","2,430.32","2,420.60","-","-0.20%"
"Oct 06, 2017","2,428.16","2,426.06","2,428.23","2,423.01","-","-0.11%"
"Oct 05, 2017","2,430.80","2,420.19","2,431.19","2,419.80","-","0.56%"
"Oct 04, 2017","2,417.31","2,412.98","2,419.88","2,411.51","-","0.12%"
"Oct 03, 2017","2,414.41","2,410.42","2,414.83","2,408.99","-","0.20%"
"Oct 02, 2017","2,409.48","2,400.18","2,409.54","2,400.18","-","0.40%"
"Sep 29, 2017","2,399.93","2,391.55","2,399.93","2,389.45","-","0.37%"
"Sep 28, 2017","2,391.08","2,385.69","2,391.69","2,384.19","-","0.10%"
"Sep 27, 2017","2,388.71","2,385.37","2,393.21","2,378.22","-","0.41%"
"Sep 26, 2017","2,378.90","2,382.58","2,385.26","2,377.41","-","0.00%"
"Sep 25, 2017","2,378.80","2,382.21","2,384.72","2,371.30","-","-0.24%"
"Sep 22, 2017","2,384.42","2,379.21","2,385.49","2,379.21","-","0.08%"
"Sep 21, 2017","2,382.63","2,388.22","2,388.45","2,381.26","-","-0.30%"
"Sep 20, 2017","2,389.85","2,389.32","2,390.48","2,379.15","-","0.06%"
"Sep 19, 2017","2,388.46","2,388.29","2,389.64","2,385.36","-","0.10%"
"Sep 18, 2017","2,386.04","2,382.37","2,389.98","2,382.27","-","0.16%"
"Sep 15, 2017","2,382.14","2,377.57","2,382.15","2,375.29","-","0.19%"
"Sep 14, 2017","2,377.73","2,376.48","2,380.17","2,373.60","-","-0.11%"
"Sep 13, 2017","2,380.23","2,376.45","2,380.24","2,375.01","-","0.06%"
"Sep 12, 2017","2,378.75","2,373.71","2,378.88","2,372.93","-","0.35%"
"Sep 11, 2017","2,370.46","2,348.29","2,371.20","2,348.29","-","1.09%"
"Sep 08, 2017","2,344.96","2,345.85","2,350.06","2,343.19","-","-0.15%"
"Sep 07, 2017","2,348.38","2,351.09","2,351.92","2,344.09","-","-0.03%"
"Sep 06, 2017","2,349.05","2,347.78","2,352.93","2,343.20","-","0.30%"
"Sep 05, 2017","2,342.04","2,355.03","2,355.71","2,331.40","-","-0.76%"
"Sep 01, 2017","2,359.95","2,358.69","2,363.50","2,357.50","-","0.21%"
"Aug 31, 2017","2,355.08","2,346.06","2,358.01","2,346.06","-","0.60%"
"Aug 30, 2017","2,341.07","2,329.33","2,343.52","2,327.77","-","0.48%"
"Aug 29, 2017","2,329.98","2,316.58","2,332.67","2,313.92","-","0.08%"
"Aug 28, 2017","2,328.22","2,331.09","2,332.90","2,323.36","-","0.04%"
"Aug 25, 2017","2,327.23","2,329.08","2,337.30","2,326.81","-","0.15%"
"Aug 24, 2017","2,323.66","2,330.68","2,333.72","2,320.97","-","-0.17%"
"Aug 23, 2017","2,327.71","2,327.78","2,332.15","2,325.34","-","-0.32%"
"Aug 22, 2017","2,335.16","2,317.57","2,337.22","2,317.57","-","1.01%"
"Aug 21, 2017","2,311.84","2,309.27","2,313.69","2,301.66","-","0.11%"
"Aug 18, 2017","2,309.22","2,312.98","2,322.74","2,304.64","-","-0.19%"
"Aug 17, 2017","2,313.57","2,345.31","2,346.84","2,313.57","-","-1.54%"
"Aug 16, 2017","2,349.80","2,349.66","2,356.13","2,345.96","-","0.16%"
"Aug 15, 2017","2,346.13","2,349.84","2,350.50","2,343.56","-","-0.06%"
"Aug 14, 2017","2,347.60","2,334.50","2,349.91","2,334.50","-","1.01%"
"Aug 11, 2017","2,324.21","2,322.17","2,330.24","2,320.79","-","0.14%"
"Aug 10, 2017","2,320.87","2,346.74","2,346.74","2,320.70","-","-1.46%"
"Aug 09, 2017","2,355.25","2,348.00","2,355.55","2,344.44","-","-0.06%"
"Aug 08, 2017","2,356.68","2,359.52","2,371.60","2,352.45","-","-0.25%"
"Aug 07, 2017","2,362.47","2,359.44","2,362.48","2,357.85","-","0.16%"
"Aug 04, 2017","2,358.67","2,357.96","2,361.37","2,354.30","-","0.19%"
"Aug 03, 2017","2,354.25","2,358.83","2,358.83","2,351.27","-","-0.21%"
"Aug 02, 2017","2,359.25","2,362.80","2,362.80","2,348.78","-","0.02%"
"Aug 01, 2017","2,358.73","2,358.60","2,360.65","2,354.15","-","0.24%"
"Jul 31, 2017","2,353.08","2,354.83","2,360.20","2,351.21","-","-0.07%"
"Jul 28, 2017","2,354.76","2,352.75","2,356.06","2,348.38","-","-0.14%"
"Jul 27, 2017","2,358.02","2,365.55","2,366.28","2,343.98","-","-0.11%"
"Jul 26, 2017","2,360.58","2,362.86","2,364.11","2,358.13","-","0.02%"
"Jul 25, 2017","2,360.19","2,357.92","2,363.97","2,357.83","-","0.29%"
"Jul 24, 2017","2,353.32","2,355.08","2,356.19","2,349.76","-","-0.08%"
"Jul 21, 2017","2,355.14","2,352.33","2,355.14","2,348.10","-","-0.04%"
"Jul 20, 2017","2,356.02","2,359.05","2,359.59","2,351.36","-","-0.01%"
"Jul 19, 2017","2,356.14","2,345.94","2,356.14","2,345.94","-","0.55%"
"Jul 18, 2017","2,343.27","2,339.13","2,343.45","2,333.61","-","0.06%"
"Jul 17, 2017","2,341.77","2,342.17","2,345.09","2,340.15","-","-0.01%"
"Jul 14, 2017","2,341.99","2,334.13","2,345.86","2,330.44","-","0.46%"
"Jul 13, 2017","2,331.20","2,328.60","2,332.51","2,325.22","-","0.19%"
"Jul 12, 2017","2,326.86","2,319.66","2,329.22","2,319.66","-","0.72%"
"Jul 11, 2017","2,310.23","2,310.84","2,313.63","2,298.51","-","-0.06%"
"Jul 10, 2017","2,311.52","2,309.29","2,315.75","2,306.82","-","0.10%"
"Jul 07, 2017","2,309.27","2,298.42","2,310.84","2,298.42","-","0.65%"
"Jul 06, 2017","2,294.33","2,308.47","2,308.47","2,292.49","-","-0.96%"
"Jul 05, 2017","2,316.66","2,315.74","2,318.88","2,307.06","-","0.12%"
"Jul 03, 2017","2,313.91","2,311.17","2,323.63","2,311.17","-","0.22%"
"Jun 30, 2017","2,308.82","2,311.37","2,317.40","2,307.00","-","0.16%"
"Jun 29, 2017","2,305.22","2,325.11","2,326.81","2,291.85","-","-0.86%"
"Jun 28, 2017","2,325.31","2,312.09","2,327.30","2,312.09","-","0.89%"
